record_id,title,work_date,source_institution,source_url,accession_id,source_series,analysis_subset,source_checked_on,practice,subject_count,controlled_background,environment_visible,v1_candidate,exclusion_reason,image_structure,framing_scale,head_view,head_tilt,chin_angle,torso_view,face_visibility,crop_pattern,gaze_direction,mouth_state,expression_intensity,hands_visibility,hand_relation,shoulder_state,torso_rotation,posture_openness,weight_distribution,pose_motion,image_orientation,subject_placement,negative_space_bias,background_tone,seamless_background,backdrop_edge_visible,black_border_visible,face_frame_height_ratio,figure_frame_height_ratio,tonality,key_direction,shadow_hardness,facial_shadow_pattern,overall_contrast,highlight_clipping_visible,deep_black_area,observed_notes,annotation_confidence,needs_review,review_reason,annotator,annotated_on
AP-EXP-CAR-13,"Blue Cloud Wright, slaughterhouse worker, Omaha, Nebraska, 8/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/blue-cloud-wright-slaughterhouse-worker-omaha-nebraska-81079-p19852862,P1985.28.62,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,resting,level,slight,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.91,black_and_white,unclear,unclear,unclear,medium,no,medium,实际查看官方详情页图像：单人留胡须男性正面站立，穿脏 T 恤和围裙，围裙腰部挂有不同工具；视线朝向相机、嘴部闭合，双臂和双手在下部画面可见；画面下缘截断腿部，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-14,"Carl Hoefert, unemployed blackjack dealer, Reno, Nevada, 8/30/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/carl-hoefert-unemployed-blackjack-dealer-reno-nevada-83080-p19852834,P1985.28.34,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,holding_clothing,level,none,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,unclear,unclear,unclear,medium,no,medium,实际查看官方详情页图像：单人年长男性正面半身，脸部有明显岁月痕迹，穿图案敞领衬衫和人字纹条纹夹克；双手在夹克/腰部前方可见，视线朝向相机、嘴部闭合；画面裁至腰部，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-15,"Marie Larsen, patient, State Hospital, Las Vegas, New Mexico, 4/1/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/marie-larsen-patient-state-hospital-las-vegas-new-mexico-4180-p19852864,P1985.28.64,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,three_quarter_facing_image_left,level,raised,frontal,full,leg_or_foot,image_left,closed_neutral,medium,partial,resting,level,slight,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.16,0.91,black_and_white,unclear,unclear,unclear,medium,no,small,实际查看官方详情页图像：单人年长女性穿家居裙，身体大致正面，头部略向后并转向画面左侧，视线向画面左侧；双臂与部分手部在下部画面可见；画面下缘截断腿部，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-16,"Della Trujillo, waitress, Santuario de Chimayo, New Mexico, Good Friday, 4/4/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/della-trujillo-waitress-santuario-de-chimayo-new-mexico-good-friday-4480-p19852821,P1985.28.21,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,holding_clothing,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.91,black_and_white,unclear,unclear,unclear,medium,no,medium,实际查看官方详情页图像：单人女性正面站立，穿带蕾丝边的深色外套和上衣；一只手位于腰侧，另一只手抓住外套前襟，双手均进入画面；视线朝向相机、嘴部闭合；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-17,"Emma Lee Wellington, housewife, North Las Vegas, Nevada, 12/15/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/emma-lee-wellington-housewife-north-las-vegas-nevada-121580-p19852818,P1985.28.18,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,one,touching_body,level,none,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,unclear,unclear,unclear,medium,no,medium,实际查看官方详情页图像：单人女性正面站立，穿短袖上衣和长裤，腹部明显隆起；一只手横放在腹部，另一只手臂向后，只有一只手清晰可见；视线朝向相机、嘴部闭合；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-18,"James Lykins, oil field worker, Rawson, North Dakota, 8/17/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/james-lykins-oil-field-worker-rawson-north-dakota-81782-p19852849,P1985.28.49,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,hand_or_arm,camera,closed_neutral,medium,one,touching_body,level,slight,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性正面至轻微转体，穿敞开的格纹衬衫；画面右侧一只手放在髋部，另一侧手臂在下缘被截断；视线朝向相机，嘴部被胡须覆盖但未张开；画面裁至腰部附近，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-19,"Milo Dewitt, cowboy, Payson, Arizona, 8/29/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/milo-dewitt-cowboy-payson-arizona-82982-p19852810,P1985.28.10,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,hand_or_arm,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,实际查看官方详情页图像：单人男性正面站立，穿带刺绣肩部图案的条纹西部衬衫；双臂向下伸展，手部在画面下缘之外；视线朝向相机、嘴部闭合；画面裁至下腰部附近，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-20,"Lloyd Bloom, oil field worker, Williston, North Dakota, 8/21/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/lloyd-bloom-oil-field-worker-williston-north-dakota-82182-p198528111,P1985.28.111,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,multiple,one_raised,slight,mixed,centered,gesture_in_progress,portrait,centered,balanced,white,yes,no,yes,0.18,0.91,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人赤裸上身男性站立，一只手遮在眉上，另一只手握住白色安全帽；头部与躯干大致正面，视线朝向相机；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-21,"Robert Dixon, meat packer, Aurora, Colorado, 6/15/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/robert-dixon-meat-packer-aurora-colorado-61583-p19852817,P1985.28.17,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,minimal,white,yes,no,yes,0.31,0.90,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性近距离正面肖像，短发、脸部有雀斑，穿深色有领上衣；主要五官完整可见，肩部在画面下缘进入；视线朝向相机、嘴部闭合；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-22,"Clifford Feldner, unemployed ranch hand, Golden, Colorado, 6/15/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/clifford-feldner-unemployed-ranch-hand-golden-colorado-61583-p19852837,P1985.28.37,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,frontal,level,neutral,frontal,full,none,camera,closed_neutral,high,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.28,0.90,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性正面胸像，留盐胡椒色山羊胡，穿有领衬衫和绗缝夹克；肩部及胸部进入画面，双手不可见；视线朝向相机、嘴部闭合；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-23,"Gloria Cloud, waitress, Hobbs, New Mexico, 9/27/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/gloria-cloud-waitress-hobbs-new-mexico-92780-p19852867,P1985.28.67,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,low,one,resting,level,slight,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,实际查看官方详情页图像：单人女性站立，头部与身体大致正面，穿浅色 V 领上衣和深色裤子；一只手在画面右下方可见，另一只手在画面下缘之外；视线朝向相机、嘴部闭合；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-24,"Richard Garber, drifter, Interstate 15, Provo, Utah, 8/20/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/richard-garber-drifter-interstate-15-provo-utah-82080-p198528110,P1985.28.110,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,toward_image_right,lowered,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,resting,level,slight,mixed,image_right,still,portrait,centered,image_left,white,yes,no,yes,0.18,0.91,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性穿深色夹克和裤子站立，头部略向画面右侧偏斜，躯干和站姿向画面右侧倾斜；双手下垂进入画面；视线朝向相机、嘴部闭合；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,medium,true,人物头部的水平旋转接近正面与三分之四之间，当前先记录为正面并保留复核标记；景别、裁切、手部和背景结构已由官方图像确认。,codex_carter_v2,2026-08-28
AP-EXP-CAR-25,"Joe Dobosz, uranium miner, Church Rock, New Mexico, 6/13/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/joe-dobosz-uranium-miner-church-rock-new-mexico-61379-p19852857,P1985.28.57,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,hand_or_arm,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性正面站立，戴安全帽，穿沾有污渍的衬衫和工装背带裤，胸前挂着护目镜；双臂向下伸展，手部在画面下缘之外；视线朝向相机、嘴部闭合；画面裁至腰部和腰带附近；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-26,"Homer Emmons, coal miner, Somerset, Colorado, 8/28/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/homer-emmons-coal-miner-somerset-colorado-82880-p198528124,P1985.28.124,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.27,0.90,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性正面胸像，头发稀疏，穿有两个胸袋的深色工作衬衫；脸部与衣物细节清晰，双手未进入画面；视线朝向相机、嘴部闭合；画面裁至胸部附近，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-27,"Jerry Don Keeter, oil field worker, El Reno, Oklahoma, 6/16/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jerry-don-keeter-oil-field-worker-el-reno-oklahoma-61680-p19852860,P1985.28.60,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,high,both,resting,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.91,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性正面站立，穿沾有深色污渍的短袖上衣和裤子；双手下垂并在画面下部可见，面部双眼收紧、嘴部闭合；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-28,"Gilbert Saavedra, patient, State Hospital, Las Vegas, New Mexico, 4/1/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/gilbert-saavedra-patient-state-hospital-las-vegas-new-mexico-4180-p198528104,P1985.28.104,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,raised,frontal,full,leg_or_foot,eyes_closed,open_expression,high,both,gesturing,both_raised,none,open,centered,gesture_in_progress,portrait,centered,balanced,white,yes,no,yes,0.18,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,实际查看官方详情页图像：单人男性正面站立，穿浅色短袖上衣；头部向后仰，双眼闭合、嘴部张开，双臂抬起，双手在肩部两侧以张开手掌呈现手势；画面下缘位于大腿上部，未见双脚；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-29,"Rocky Burch, fifteen year old, Burley, Idaho, 8/19/83",1983-08-19,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/rocky-burch-fifteen-year-old-burley-idaho-81983-p1985287,P1985.28.7,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,,,black_and_white,unclear,unclear,unclear,medium,unclear,unclear,官方 Carter 详情页图像实际显示：单人黑白肖像；男孩头部正面，双肩与上胸进入画面，画面下缘截在胸廓附近；双眼朝向镜头，嘴唇闭合；人物居中；白色连续背景，四周可见黑色印框；未见手部或环境。,high,false,,codex-carter-v2,2026-08-28
AP-EXP-CAR-30,"David Beason, shipping clerk, Denver, Colorado, 7/25/81",1981-07-25,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/david-beason-shipping-clerk-denver-colorado-72581-p19852816,P1985.28.16,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,toward_image_right,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,partial,resting,level,slight,mixed,image_right,still,portrait,centered,balanced,white,yes,no,yes,,,black_and_white,unclear,unclear,unclear,medium,unclear,unclear,官方 Carter 详情页图像实际显示：单人黑白肖像；男性头部明显向画面右侧倾斜，脸部近正面，躯干略有侧转并向画面右侧偏斜；双眼朝向镜头，嘴唇闭合；双臂下垂，手部在画面下缘部分进入；画面下缘截在大腿上部；人物居中；白色连续背景，四周可见黑色印框；未见环境。,medium,true,头部水平旋转接近正面与轻微三分之一区间，手部下缘可见程度与景别边界需高分辨率复核；白色背景与单人单帧结构已由官方图像确认。,codex-carter-v2,2026-08-28
AP-EXP-CAR-31,"Patricia Wilde, housekeeper, Kalispell, Montana, 6/12/81",1981-06-12,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/patricia-wilde-housekeeper-kalispell-montana-61281-p19852863,P1985.28.63,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,partial,resting,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,,,black_and_white,unclear,unclear,unclear,medium,unclear,unclear,官方 Carter 详情页图像实际显示：单人黑白肖像；女性头部正面、躯干略有侧转；双眼朝向镜头，嘴唇闭合；长发与格纹外套清晰可见；手部在画面下缘部分进入；画面下缘位于腰部附近；人物居中；白色连续背景，四周可见黑色印框；未见环境。,medium,true,躯干方向与下缘手部可见程度需高分辨率复核；景别、单人结构和受控背景已由官方图像确认。,codex-carter-v2,2026-08-28
AP-EXP-CAR-32,"Wilbur Powell, rancher, Ennis, Montana, 7/4/78",1978-07-04,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/wilbur-powell-rancher-ennis-montana-7478-p19852825,P1985.28.25,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,touching_body,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,,,black_and_white,unclear,unclear,unclear,medium,unclear,unclear,官方 Carter 详情页图像实际显示：单人黑白肖像；男性戴牛仔帽，头部和躯干正面；双眼朝向镜头，嘴唇闭合；双手置于腰部/髋部；画面下缘位于腰部附近；人物居中；白色连续背景，四周可见黑色印框；未见环境。,high,false,,codex-carter-v2,2026-08-28
AP-EXP-FND-01,"Gloria Vanderbilt, December 17, 1953",1953-12-17,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,three_quarter_facing_image_right,level,neutral,three_quarter_facing_image_right,full,none,camera,lips_parted,low,none,not_applicable,level,slight,open,not_assessable,still,square,centered,balanced,mid_gray,yes,no,no,0.36,0.91,black_and_white,image_left,soft,one_side,medium,no,small,单人肩胸像；头部与上半身转向画面右侧，双肩和颈部可见，背景为连续中灰，脸部五官完整。,medium,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-02,"Bianca Jagger, Hollywood studio, January 25, 1972",1972-01-25,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,one,touching_body,level,slight,mixed,not_assessable,still,portrait,centered,balanced,mid_gray,yes,no,no,0.34,0.96,black_and_white,frontal,soft,minimal,medium,no,small,单人胸像；人物直面镜头，单手横跨并接触另一侧肩部，背景为连续中灰，画面无可辨环境。,medium,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-04,"Janis Joplin, musician, Port Arthur, Texas, August 28, 1969",1969-08-28,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,multiple,one_raised,slight,mixed,centered,still,portrait,centered,balanced,mid_gray,yes,no,yes,0.23,0.95,black_and_white,frontal,soft,one_side,medium,no,medium,单人至腰部肖像；人物面向镜头，一手置于胸前、另一手支在髋部，双臂和饰物入镜；背景为连续中灰，画幅边缘可见黑色扫描边框。,medium,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-05,"Linus Pauling, scientist, New York City, January 13, 1964",1964-01-13,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,not_visible,full,none,camera,closed_neutral,medium,none,not_applicable,not_visible,not_visible,not_assessable,not_assessable,still,square,centered,balanced,dark,yes,no,no,0.63,0.86,black_and_white,image_right,hard,one_side,high,no,large,单人近距离头部肖像；头部与脸部占画面主体，视线直向镜头；画面下缘仅见衣领和肩部边缘，背景为连续深色，面部明暗在左右两侧形成明显分界。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-06,"Truman Capote, New York, October 10, 1955",1955-10-10,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,three_quarter_facing_image_left,toward_image_left,raised,frontal,full,none,eyes_closed,closed_neutral,low,none,not_applicable,level,none,open,not_assessable,still,square,centered,balanced,white,yes,no,yes,0.35,0.95,black_and_white,image_right,soft,one_side,medium,no,small,单人胸像；头部向画面左侧倾斜并抬起下巴，双眼闭合，肩部和上胸部完整入镜；背景为连续白色，画幅四周可见细黑边框。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-07,"Marella Agnelli, New York, December 16, 1953",1953-12-16,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,three_quarter_facing_image_right,level,neutral,three_quarter_facing_image_right,full,none,camera,closed_neutral,low,none,not_applicable,not_visible,strong,open,not_assessable,still,portrait,image_left,image_right,mid_gray,yes,no,no,0.24,0.92,black_and_white,image_right,medium,one_side,medium,no,medium,单人至腰部肖像；人物位于画面左侧，上半身明显转向画面右侧，头部回转面对镜头；单侧肩部和无袖服装可见，右侧留有大块连续中灰留白。,medium,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-08,"Perry Smith, murderer of ""In Cold Blood"" by Truman Capote, Garden City, Kansas, April 1960",1960-04,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,touching_body,level,none,closed,seated,still,square,centered,balanced,white,yes,no,yes,0.24,0.97,black_and_white,frontal,soft,minimal,medium,no,medium,单人至腰部肖像；人物正面坐姿，双臂交叉并以双手接触上臂，白衬衫袖口与手臂纹身可见；背景为连续白色，画幅四周可见黑边。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-09,"Adam Clayton Powell, congressman, New York City, March 6, 1964",1964-03-06,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,three_quarter_facing_image_right,level,neutral,three_quarter_facing_image_right,full,leg_or_foot,image_right,open_expression,high,both,gesturing,level,slight,open,image_right,gesture_in_progress,portrait,image_right,image_left,white,yes,no,no,0.16,0.86,black_and_white,image_left,medium,one_side,high,no,large,单人三分之四身肖像；人物偏在画面右侧，身体向画面右侧转，一只手向画面左侧伸出并张开，另一只手位于腰前；面部处于张口的动态表情，腿部在画面下缘被裁切。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-10,"Jasper Johns, artist, New York, April 29, 1976",1976-04-29,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,resting,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.22,0.97,black_and_white,frontal,soft,minimal,medium,no,medium,单人至腰部肖像；人物正面站立，双手落在裤袋位置，视线直向镜头；白色连续背景占据四周，画幅边缘可见黑色扫描边框。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-12,"George Bush, Director, CIA, Langley, Virginia, March 2, 1976",1976-03-02,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,resting,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.27,0.98,black_and_white,frontal,soft,minimal,high,no,large,单人至腰部肖像；人物正面穿西装站立，双手置于裤袋，视线直向镜头；白色连续背景，画幅四周可见黑色扫描边框。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-14,"Isak Dinesen, writer, Copenhagen, Denmark, April 9, 1958",1958-04-09,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,raised,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,closed,not_assessable,still,square,centered,balanced,white,no,yes,no,0.24,0.99,black_and_white,frontal,medium,under_features,high,no,large,单人至腰部肖像；人物正面位于画面中央，头部略抬起，蓬松深色外套覆盖大部分躯干；白色背景下缘可见水平暗色边界，左侧有轻微背景褶痕。,medium,true,厚重外套遮住腰线，景别与背景边界需要复核。,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-15,"Dick Hickock, murderer of ""In Cold Blood"" by Truman Capote, Garden City, Kansas, April 1960",1960-04,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,touching_body,level,none,closed,seated,still,square,centered,balanced,white,yes,no,yes,0.23,0.97,black_and_white,frontal,soft,minimal,medium,no,medium,单人至腰部肖像；人物正面坐姿，双臂交叉并以双手接触上臂，卷袖衬衫与手臂纹身可见；背景为连续白色，画幅四周可见黑边。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-16,"Marian Anderson, singer, in the role of Ulrica in ""Un Ballo in Maschera,"" New York City, June 30, 1955",1955-06-30,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,top_of_head,eyes_closed,open_expression,high,none,not_applicable,level,none,not_assessable,not_assessable,still,landscape,image_right,image_left,white,yes,no,no,0.58,1.00,black_and_white,frontal,medium,under_features,high,no,large,单人紧裁头部近景；脸部完整且正面朝向画面；双眼闭合；嘴呈明显张口形态；长发向画面左侧和上方展开；珠串及肩部入镜；白色连续背景；人物视觉重心偏画面右侧。,medium,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-17,"Katharine Graham, Chairman of the Board, the Washington Post Company, Washington, DC, March 11, 1976",1976-03-11,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,touching_body,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.97,black_and_white,frontal,soft,minimal,medium,no,medium,单人腰部以上正面肖像；头部正面；视线直视镜头；嘴闭合；双臂交叉且双手搭在对侧前臂；身穿有领纽扣衬衫；白色连续背景；画面四周可见黑色边框；人物居中。,high,false,,foundation_v2_visual_review,2026-08-28
AP-EXP-FND-18,"Sophia Loren, hair by Ara Gallant, New York, October 2, 1970",1970-10-02,The Richard Avedon Foundation,https://www.avedonfoundation.org/the-work,,,formal_portrait_general,2026-08-28,portrait,1,yes,none,review,,single_frame,head_and_shoulders,profile_facing_image_left,level,raised,frontal,full,top_of_head,eyes_closed,closed_neutral,low,none,not_applicable,level,not_visible,not_assessable,not_assessable,still,landscape,centered,minimal,mid_gray,yes,no,no,0.47,1.00,black_and_white,image_left,medium,one_side,high,yes,large,单人头肩近景；脸部完整且近侧面朝向画面左侧；双眼闭合；嘴唇闭合；头发向画面右侧和上方大幅展开；裸露肩部入镜；中灰连续背景；主体头发填满画面右侧。,medium,true,需复核其美发造型语境与 formal_portrait_general 的边界；图像本身为单人极简背景且未见广告或场景信息。 边界记录：美发或时尚造型语境可能超出 V1 正式肖像范围；保留作审阅，不作为路线证据。,foundation_v2_visual_review,2026-08-28
